"V1"	"V2"	"V3"	"V6"
"34566"	785747588	205491	5	"2001/05/11"
"77631"	732544	432060	2	"2001/03/23"
"2532"	203329156	332713	3	"2001/03/29"
"229511"	777022	270717	5	"2001/01/31"
"72167"	1416466052	210284	5	"2001/08/23"
"17141"	401575556	210056	5	"2001/03/15"
"162134"	753809	313693	5	"2001/06/20"
"38623"	726547	302375	5	"2003/05/15"
"142610"	748884	245500	5	"2001/04/10"
"66014"	730914	200500	5	"2001/09/06"
"182027"	761218	405503	5	"2002/02/18"
"83975"	1642237572	204945	3	"2001/10/30"
"259215"	790910	236296	5	"2001/08/05"
"77727"	732616	279393	5	"2001/03/23"
"84999"	1684180612	210284	5	"2001/05/05"
"72344"	1421119108	423487	5	"2003/05/26"
"269916"	796923	351641	4	"2001/09/28"
"222269"	773861	312027	4	"2001/10/30"
"162294"	753883	263022	5	"2001/06/20"
"195598"	765738	243014	5	"2001/10/20"
"32778"	726139	349482	3	"2001/08/23"
"84016"	1645252228	239694	5	"2001/10/30"
"10906"	315330180	344529	5	"2001/04/10"
"202110"	767427	215807	5	"2002/02/14"
"42796"	875204228	501806	5	"2001/04/04"
"215170"	771369	222720	5	"2001/03/09"
"132988"	746864	213594	5	"2001/04/19"
"209720"	769349	326177	2	"2001/02/23"
"141633"	3213135492	293646	5	"2001/04/10"
"52451"	1108512388	1091997572	5	"2001/01/23"
"272910"	798646	324864	4	"2001/11/15"
"81360"	1562873476	416547	5	"2001/09/28"
"246187"	784845	367202	5	"2001/04/17"
"289103"	807625	234283	5	"2001/08/21"
"198504"	766453	282884	4	"2001/10/06"
"11113"	318738052	453486	5	"2001/04/10"
"124197"	743798	257458	5	"2001/05/13"
"156296"	3680079492	379808	5	"2001/09/06"
"246520"	785030	313050	5	"2001/04/17"
"163692"	754524	257816	5	"2001/06/20"
"265095"	794292	420355	5	"2001/06/21"
"293934"	809646	268787	4	"2001/01/22"
"66949"	731213	411121	5	"2001/09/06"
"146475"	3238432388	533878	5	"2001/08/20"
"60875"	729042	483668	5	"2001/08/16"
"168767"	3876294276	301949	5	"2001/09/07"
"168225"	3860696708	301950	5	"2001/09/07"
"36628"	830836356	209513	5	"2001/06/13"
"293678"	809585	290488	5	"2001/01/22"
"285962"	806344	204441	3	"2001/10/30"
"8338"	720578	365973	5	"2001/08/20"
"238919"	780955	335848	4	"2001/02/04"
"265403"	794399	355176	5	"2001/06/21"
"291476"	808768	224881	5	"2001/01/22"
"28493"	724937	394804	5	"2001/02/22"
"119259"	743239	258703	5	"2001/07/13"
"140149"	3158806148	506137	5	"2001/04/10"
"259090"	790877	443503	3	"2001/08/05"
"206354"	768416	328146	5	"2002/02/14"
"242402"	782612	551723	5	"2001/02/04"
"288237"	807342	257170	5	"2001/08/21"
"14997"	721669	222351	5	"2001/03/15"
"222775"	774156	401711	4	"2001/02/07"
"109141"	2378272388	259809	4	"2001/04/20"
"155611"	3648884356	288445	4	"2001/04/20"
"297742"	811718	324864	4	"2001/03/08"
"220546"	773189	346128	4	"2001/04/23"
"44503"	728020	208989	5	"2001/06/21"
"257081"	789815	337813	5	"2001/08/05"
"37756"	726260	368762	5	"2003/04/28"
"119865"	2468449924	1416204164	5	"2001/07/13"
"77945"	732694	279109	5	"2001/03/23"
"131928"	2955382404	265056	5	"2002/03/10"
"62930"	729876	204278	5	"2001/08/16"
"120945"	2525466244	282870	2	"2001/05/08"
"32061"	725755	282870	5	"2001/08/23"
"168611"	3872099972	407665	5	"2001/09/07"
"190589"	764065	350980	5	"2001/08/04"
"264110"	793589	200500	4	"2001/06/21"
"73990"	1482788484	336932	2	"2001/01/26"
"297821"	811803	563204	5	"2001/03/08"
"154983"	3607662212	212893	4	"2001/11/28"
"23650"	528715396	705223	5	"2001/09/18"
"254423"	788584	319480	4	"2001/08/05"
"266968"	795238	260251	5	"2002/02/15"
"158579"	3754135172	295983	4	"2001/11/15"
"17160"	402230916	199828	4	"2001/03/15"
"148913"	3404959364	233600	5	"2001/03/07"
"240866"	782001	351377	5	"2001/02/04"
"75179"	1503956612	431998	5	"2002/03/10"
"284073"	805463	204358	5	"2002/09/15"
"248412"	785832	327724	4	"2001/04/01"
"239086"	780968	326177	5	"2001/02/04"
"266943"	795234	450704	4	"2002/02/15"
"32010"	725737	269216	5	"2001/08/23"
"101851"	2113900164	260375	5	"2001/08/30"
"217110"	771973	284490	5	"2001/03/09"
"117293"	742306	449593	5	"2001/07/13"
"165280"	755354	489610	5	"2001/06/20"
"258502"	790508	243081	5	"2001/08/05"
"277750"	801065	452300	5	"2001/03/23"
"153396"	3544944260	549256	5	"2001/03/29"
"13062"	354782852	555889	4	"2001/03/15"
"200232"	766926	204418	5	"2002/02/14"
"235395"	779053	559872	5	"2001/01/31"
"204363"	767956	222557	5	"2002/02/14"
"225462"	775430	215880	5	"2001/02/07"
"80215"	734079	380461	4	"2001/09/28"
"103620"	2155122308	249622	5	"2001/08/30"
"95549"	1897500292	203772	2	"2001/02/17"
"129478"	2820705924	202559	4	"2002/03/10"
"27849"	667520644	200338	5	"2001/11/29"
"282643"	804855	384571	5	"2001/02/06"
"91691"	736144	314062	5	"2001/01/26"
"25849"	724402	690687	5	"2001/06/29"
"64498"	730509	381452	5	"2001/09/06"
"51258"	1087868548	301950	5	"2001/02/07"
"178078"	758643	298974	5	"2003/06/02"
"284471"	805654	210284	5	"2002/09/15"
"8857"	720776	200500	4	"2001/04/10"
"1501"	179474052	453486	4	"2001/03/29"
"262680"	792926	239371	5	"2001/06/21"
"32105"	725781	323374	5	"2001/08/23"
"92630"	736521	273948	5	"2001/01/26"
"42891"	878808708	234283	4	"2001/04/04"
"72472"	1423740548	418408	5	"2003/05/26"
"40211"	727220	235766	5	"2003/05/15"
"51560"	1090948740	502205	5	"2001/01/19"
"261823"	792477	317816	5	"2001/06/21"
"248756"	786103	408084	4	"2001/04/01"
"31416"	735547012	573131	4	"2001/08/23"
"229430"	776966	335034	5	"2001/01/31"
"214746"	771232	538472	4	"2001/03/09"
"122983"	2648936068	552454	5	"2001/03/19"
"98261"	2009435780	558451	5	"2001/01/18"
"224413"	774838	367523	5	"2001/02/07"
"291554"	808794	257170	5	"2001/01/22"
"266137"	794697	390391	5	"2001/06/21"
"119209"	743234	204549	5	"2001/07/13"
"274088"	799043	268006	5	"2001/11/15"
"127247"	2717879940	446598	5	"2001/05/13"
"63565"	730122	262195	5	"2001/09/06"
"114412"	740468	372535	5	"2001/07/13"
"221380"	773503	285310	3	"2001/10/30"
"210927"	769831	293976	5	"2001/02/23"
"223720"	774480	233966	5	"2001/02/07"
"62778"	729838	293737	3	"2001/08/16"
"84451"	1665830532	246386	5	"2001/10/12"
"290759"	808557	240312	4	"2001/01/22"
"198150"	766397	267748	5	"2001/10/06"
"92938"	736654	255273	5	"2001/01/26"
"107369"	2293534340	325407	4	"2001/09/12"
"158409"	3749285508	242264	5	"2001/11/15"
"30533"	701402756	301396	4	"2001/08/23"
"36769"	833982084	226190	5	"2003/04/28"
"102381"	2123206276	257888	5	"2001/08/30"
"207402"	768695	255181	5	"2002/02/14"
"252328"	787743	368725	5	"2001/01/31"
"218987"	772515	340335	5	"2001/03/09"
"9206"	720890	533229	3	"2001/04/10"
"270403"	797169	222557	4	"2001/09/28"
"111104"	738346	380461	5	"2001/04/20"
"137877"	3100479108	530629	3	"2001/03/28"
"84611"	1674153604	350170	5	"2001/05/05"
"253493"	788211	644312	5	"2001/01/31"
"157019"	3700788868	247162	4	"2001/11/15"
"214875"	771262	258795	5	"2001/03/09"
"99486"	2047446660	258077	4	"2001/01/18"
"270804"	797483	263196	5	"2001/09/28"
"266633"	795051	542869	4	"2002/02/15"
"64844"	730612	204418	5	"2001/09/06"
"233532"	778509	423230	4	"2001/01/31"
"5893"	719613	433908	5	"2001/10/27"
"260804"	4090793604	376308	3	"2001/08/05"
"183713"	761971	324035	5	"2001/09/28"
"210172"	769614	235717	5	"2001/02/23"
"266779"	795153	331570	4	"2002/02/15"
"263946"	793481	430252	5	"2001/06/21"
"110781"	738183	712690	5	"2001/04/20"
"3705"	236228228	448540	5	"2001/03/29"
"133320"	747152	216482	5	"2001/04/19"
"105248"	2210172548	241729	5	"2001/09/12"
"66995"	731255	527903	5	"2001/09/06"
"81827"	1586531972	475115	5	"2001/09/28"
"298356"	812192	3185151876	5	"2001/03/08"
"278742"	801729	329383	5	"2001/03/23"
"44963"	935169668	461831	5	"2001/06/21"
"187409"	763061	536099	5	"2001/08/04"
"286030"	806390	204642	5	"2001/10/30"
"225131"	775145	369013	4	"2001/02/07"
"199994"	766858	243192	5	"2001/10/29"
"220695"	773325	332563	5	"2001/04/23"
"33814"	766545540	229124	5	"2001/05/11"
"1103"	174689924	209674	5	"2001/03/29"
"122756"	2632224388	464492	5	"2001/03/19"
"197267"	766191	342702	5	"2001/10/20"
"173373"	757067	290625	5	"2002/04/10"
"240916"	782001	361989	5	"2001/02/04"
"280261"	802822	262583	4	"2003/05/10"
"2804"	210931332	325296	5	"2001/03/29"
"8313"	720569	381116	5	"2001/08/20"
"289822"	807997	262430	4	"2001/01/22"
"2136"	196972164	222663	5	"2001/03/29"
"138160"	3112799876	417557	3	"2001/01/18"
"270717"	797369	495817	4	"2001/09/28"
"280145"	4110847620	3254226820	3	"2003/05/10"
"161720"	753342	212893	4	"2001/06/20"
"22970"	516787844	238311	4	"2001/07/11"
"217926"	772112	267213	5	"2001/03/09"
"5999"	719644	231750	5	"2001/10/27"
"195882"	765804	356579	4	"2001/10/20"
"71240"	1388482180	417701	5	"2001/03/29"
"162073"	753730	458367	5	"2001/06/20"
"36550"	829787780	210284	5	"2001/06/13"
"94641"	737664	312000	5	"2001/02/17"
"203948"	767861	255170	5	"2002/02/14"
"268643"	796229	235297	4	"2001/09/28"
"80128"	734077	258703	5	"2001/09/28"
"35672"	816025220	270967	5	"2001/05/11"
"130906"	2902101636	335034	5	"2002/03/10"
"69491"	732224	335034	5	"2001/09/06"
"201242"	767115	260251	5	"2002/02/14"
"296244"	810805	326834	5	"2001/10/05"
"71360"	1391627908	454822	5	"2001/03/29"
"63889"	730234	240308	5	"2001/09/06"
"69088"	1314819716	496156	5	"2001/09/06"
"297498"	4135030404	207186	3	"2001/03/08"
"196025"	765826	298752	5	"2001/10/20"
"276272"	799973	3201142660	5	"2001/11/15"
"28584"	724974	210284	5	"2002/07/13"
"247544"	785347	416767	4	"2001/04/01"
"15717"	371953284	434487	5	"2001/03/15"
"96534"	1946914436	348870	5	"2001/01/18"
"228050"	776328	526523	5	"2002/07/31"
"20850"	722099	281395	5	"2001/05/22"
"281986"	804220	405238	5	"2001/02/06"
"289171"	807643	207886	5	"2001/08/21"
"41389"	727560	232969	5	"2003/05/15"
"118871"	743038	287174	5	"2001/07/13"
"229972"	777206	358162	5	"2001/01/31"
"294034"	809719	234098	4	"2001/01/22"
"259498"	791203	346537	5	"2001/08/05"
"22949"	723299	534929	5	"2001/07/11"
"287758"	807164	298277	5	"2001/08/21"
"157377"	3708587652	220212	5	"2001/11/15"
"268719"	796311	461876	5	"2001/09/28"
"83365"	1632865924	357246	5	"2001/10/30"
"10476"	305696388	200396	2	"2001/04/10"
"76977"	732255	224115	5	"2001/03/23"
"22140"	722717	248520	3	"2001/07/11"
"161016"	753003	222804	5	"2001/06/20"
"160054"	752407	232849	5	"2001/06/20"
"68670"	1300336260	371087	5	"2001/09/06"
"61730"	729372	430193	5	"2001/08/16"
"212459"	770478	312000	4	"2001/02/23"
"48760"	1030590084	243427	3	"2001/03/19"
"28657"	725008	301950	5	"2002/07/13"
"27522"	650219140	290331	4	"2001/11/29"
"102959"	2139131524	403641	5	"2001/08/30"
"200460"	766980	403641	5	"2002/02/14"
"161870"	3810168452	206045	5	"2001/06/20"
"36251"	827035268	398175	3	"2001/06/13"
"238726"	780848	469252	4	"2001/02/04"
"130256"	2870775428	222557	5	"2002/03/10"
"78032"	732694	247337	5	"2001/03/23"
"280919"	803366	426157	5	"2003/05/10"
"246058"	784743	294716	5	"2001/04/17"
"268183"	795914	567654	5	"2001/06/12"
"89816"	734719	332261	4	"2001/01/21"
"105849"	2228522628	334383	5	"2001/09/12"
"262224"	792663	281871	5	"2001/06/21"
"32570"	726028	322117	5	"2001/08/23"
"86581"	1742114436	252302	5	"2001/04/18"
"132046"	2965147268	2515308420	5	"2002/03/10"
"179792"	760082	519669	5	"2003/06/02"
"195862"	765799	228194	3	"2001/10/20"
"201933"	767361	550413	5	"2002/02/14"
"211586"	770161	396144	5	"2001/02/23"
"267894"	795718	204549	5	"2001/06/12"
"251200"	787265	306966	5	"2001/04/01"
"201707"	767239	428374	4	"2002/02/14"
"284469"	805654	569572	5	"2002/09/15"
"184072"	762080	512806	3	"2001/09/28"
"219611"	772756	240597	3	"2001/03/09"
"256798"	789688	434399	5	"2001/08/05"
"18397"	436964996	307413	5	"2001/05/18"
"75934"	1527418500	322397	5	"2002/03/10"
"88727"	1848348292	2085785476	5	"2001/07/31"
"249922"	786661	282884	5	"2001/04/01"
"121003"	2528153220	533878	5	"2001/05/08"
"270976"	797566	269964	5	"2001/09/28"
"278632"	801650	498609	4	"2001/03/23"
"3599"	233213572	237120	5	"2001/03/29"
"185091"	762362	212893	4	"2001/09/28"
"108566"	2336657028	204418	4	"2001/09/12"
"111579"	738555	524519	5	"2001/04/20"
"132948"	746842	210789	5	"2001/04/19"
"258638"	790559	338643	3	"2001/08/05"
"58482"	1257016964	252936	5	"2001/02/09"
"21020"	722132	1653313412	5	"2001/05/22"
"175758"	757750	210284	5	"2001/03/16"
"249428"	786369	359811	5	"2001/04/01"
"183234"	761840	518277	5	"2001/09/28"
"238610"	780790	666412	3	"2001/02/04"
"269774"	796871	301396	4	"2001/09/28"
"185033"	762353	314435	5	"2001/09/28"
"8750"	720711	216692	5	"2001/04/10"
"191817"	764452	299917	5	"2003/01/03"
"197886"	766353	338643	5	"2001/10/06"
"203825"	767829	567723	5	"2002/02/14"
"197665"	766308	351084	5	"2001/10/20"
"226009"	775681	329004	5	"2002/07/31"
"228956"	776706	292269	5	"2001/01/31"
"50837"	1075613316	317816	5	"2001/02/07"
"265599"	794462	399406	5	"2001/06/21"
"247241"	785206	233068	4	"2001/04/01"
"53754"	1141804676	223559	5	"2001/08/16"
"6399"	719691	233472	4	"2002/02/17"
"151339"	3457519236	2455605124	5	"2001/08/28"
"120138"	2478542468	344637	5	"2001/05/08"
"238288"	780608	645386	5	"2001/02/04"
"111762"	738719	576742	4	"2001/04/20"
"125213"	744554	330117	3	"2001/05/13"
"216660"	771917	202028	5	"2001/03/09"
"298531"	4137782916	678581	5	"2001/03/08"
"60012"	728751	232969	5	"2002/02/16"
"266470"	794900	581139	5	"2001/06/21"
"147220"	3294531204	244271	3	"2001/01/22"
"176441"	758082	216022	5	"2001/03/16"
"214618"	771153	459085	5	"2001/03/09"
"276408"	800011	488664	5	"2001/11/15"
"195117"	765594	311271	4	"2001/10/20"
"268442"	796092	331014	5	"2001/08/24"
"187347"	763055	235766	5	"2001/08/04"
"62068"	729578	292019	5	"2001/08/16"
"116493"	741842	342046	2	"2001/07/13"
"87065"	1767673476	239562	5	"2001/07/31"
"53084"	1129942660	262981	5	"2001/01/23"
"25723"	724255	810258308	5	"2001/06/29"
"266892"	795180	269964	4	"2002/02/15"
"48093"	1011256964	204418	5	"2001/03/19"
"163932"	754632	394804	5	"2001/06/20"
"15836"	373853828	261899	5	"2001/03/15"
"177894"	758423	216022	5	"2003/06/02"
"70761"	1373736580	270572	4	"2001/03/27"
"194273"	765351	299917	5	"2001/04/17"
"286751"	806643	290331	4	"2001/10/30"
"99647"	2055900804	719304	5	"2001/01/18"
"192165"	4043935364	346537	5	"2003/01/03"
"242853"	782809	245939	5	"2001/02/04"
"260821"	791900	380439	5	"2001/08/05"
"183478"	761903	351377	5	"2001/09/28"
"198423"	766453	217293	5	"2001/10/06"
"260762"	791876	586941	4	"2001/08/05"
"296410"	810938	498609	5	"2001/10/05"
"218713"	772421	310391	4	"2001/03/09"
"197663"	766308	212893	5	"2001/10/20"
"55254"	1171492484	466283	5	"2001/02/09"
"214187"	771013	205639	5	"2001/03/09"
"144261"	749526	200522	4	"2002/05/11"
"119758"	2464255620	243081	5	"2001/07/13"
"245832"	784635	528560	5	"2001/04/17"
"164612"	755027	232969	5	"2001/06/20"
"256352"	789592	504731	5	"2001/08/05"
"200406"	766975	309398	5	"2002/02/14"
"97764"	1994886788	294288	5	"2001/01/18"
"247627"	785385	222557	5	"2001/04/01"
"179766"	760082	311641	5	"2003/06/02"
"297330"	811523	210284	4	"2001/03/08"
"84315"	1660128900	252420	4	"2001/10/12"
"121560"	2560069252	315231	4	"2001/05/08"
"245331"	784273	216022	5	"2001/04/17"
"30012"	689802884	435967	5	"2001/08/23"
"170975"	756053	249990	5	"2001/09/07"
"78324"	732976	459085	5	"2001/03/23"
"129847"	2847641220	299659	5	"2002/03/10"
"34575"	785747588	255170	5	"2001/05/11"
"294796"	810100	515741	5	"2001/01/22"
"133006"	746872	2550566788	5	"2001/04/19"
"136994"	3072364164	222663	5	"2001/03/13"
"21351"	722325	502205	5	"2001/07/11"
"82713"	1621724804	462948	5	"2001/09/28"
"100684"	2083098244	294824	5	"2001/10/28"
"12855"	350129796	276559	5	"2001/03/15"
"270643"	797318	523809	5	"2001/09/28"
"153283"	3541208708	274692	5	"2001/03/29"
"226006"	775681	555183	5	"2002/07/31"
"184294"	762181	299603	5	"2001/09/28"
"131063"	2903150212	202559	5	"2002/03/10"
"144235"	749526	368762	5	"2002/05/11"
"155237"	3628109444	239562	5	"2001/04/20"
"2103"	196710020	290844	5	"2001/03/29"
"66215"	731005	242696	5	"2001/09/06"
"32498"	726028	298041	5	"2001/08/23"
"35900"	822709892	239130	5	"2001/06/13"
"160234"	752532	367601	4	"2001/06/20"
"299343"	812394	290488	4	"2001/03/08"
"250143"	786741	281871	4	"2001/04/01"
"173761"	757182	255170	2	"2002/04/10"
"40082"	727167	342772	5	"2003/05/15"
"56690"	1211666052	563313	5	"2001/02/09"
"83382"	1633848964	573131	5	"2001/10/30"
"177635"	4006973060	210836	5	"2003/06/02"
"252778"	787886	199851	5	"2001/01/31"
"127884"	2746322564	450713	5	"2001/02/11"
"213518"	770788	248119	3	"2001/03/09"
"265167"	794324	478364	4	"2001/06/21"
"281438"	803750	390078	5	"2001/02/06"
"25557"	609521284	466652	5	"2001/06/29"
"17809"	418614916	210284	4	"2001/05/18"
"163267"	754277	224644	5	"2001/06/20"
"21037"	722172	299602	5	"2001/05/22"
"226786"	775943	564984	5	"2002/07/31"
"194589"	765420	234885	5	"2001/04/17"
"139251"	3143339652	256565	4	"2001/03/03"
"256330"	789592	482761	5	"2001/08/05"
"7848"	720332	298184	4	"2001/01/21"
"298323"	812192	523685	5	"2001/03/08"
"28749"	725061	430193	5	"2002/07/13"
"132784"	746617	241362	5	"2001/04/19"
"22365"	722841	204780	3	"2001/07/11"
"5072"	268799620	559872	5	"2001/03/29"
"159467"	3798765188	416547	5	"2001/06/20"
"179359"	759808	496620	5	"2003/06/02"
"149722"	750969	282870	5	"2001/03/07"
"35735"	816025220	207714	4	"2001/06/13"
"117903"	742590	204928	5	"2001/07/13"
"243148"	782884	368792	5	"2001/02/04"
"66599"	731075	233600	4	"2001/09/06"
"126192"	745365	215880	5	"2001/05/13"
"60256"	728853	700005	5	"2002/02/16"
"62748"	729838	321708	5	"2001/08/16"
"130362"	2877197956	336990	5	"2002/03/10"
"290570"	808392	224197	5	"2001/01/22"
"225774"	775568	200338	5	"2002/07/31"
"242741"	782768	295723	5	"2001/02/04"
"206177"	768356	324099	2	"2002/02/14"
"273153"	798777	328360	5	"2001/11/15"
"173455"	757070	328146	5	"2002/04/10"
"289388"	807815	380461	5	"2001/09/02"
"127435"	2724433540	234958	5	"2001/05/13"
"32462"	726028	350170	5	"2001/08/23"
"89467"	1877249668	380439	5	"2001/01/21"
"289796"	807993	562148	5	"2001/01/22"
"50099"	1062899332	370291	5	"2001/02/07"
"15881"	375623300	443503	5	"2001/03/15"
"151908"	3488845444	264585	4	"2001/03/29"
"292484"	809124	213141	5	"2001/01/22"
"300512"	812920	454941	3	"2001/08/07"
"291408"	808750	234885	5	"2001/01/22"
"21226"	722315	430023	5	"2001/05/22"
"175017"	3980496516	1817546628	5	"2001/03/16"
"90568"	735246	234885	5	"2001/06/16"
"285284"	806005	267213	3	"2001/10/30"
"213334"	770751	311271	5	"2001/08/22"
"69916"	1345752708	508055	5	"2001/03/27"
"81261"	734495	241362	5	"2001/03/14"
"91575"	736081	210284	5	"2001/01/26"
"161957"	753544	376706	4	"2001/06/20"
"70835"	1374588548	925077380	5	"2001/03/29"
"247450"	785299	363527	3	"2001/04/01"
"61296"	729178	232535	5	"2001/08/16"
"124333"	743944	326177	5	"2001/05/13"
"103058"	2139590276	260608	3	"2001/08/30"
"134371"	747812	209543	2	"2001/04/19"
"54871"	1160416900	210789	5	"2001/02/09"
"146828"	3268120196	513993	5	"2001/01/22"
"122302"	2607648388	401356	5	"2001/03/19"
"247470"	785320	208103	4	"2001/04/01"
"102092"	2116456068	477207	4	"2001/08/30"
"158739"	3765079684	265981	4	"2001/11/15"
"262634"	792885	2437648260	5	"2001/06/21"
"292191"	809017	302444	5	"2001/01/22"
"259103"	790880	307583	5	"2001/08/05"
"99925"	2063109764	418408	5	"2001/01/18"
"299026"	812333	340421	5	"2001/03/08"
"93504"	737138	284130	5	"2001/01/26"
"288297"	807348	418988	4	"2001/08/21"
"89380"	1872924292	2030276484	5	"2001/01/21"
"201246"	767115	299917	5	"2002/02/14"
"260950"	791952	233068	5	"2001/08/05"
"162991"	754223	245622	5	"2001/06/20"
"153047"	3533213316	202911	5	"2001/03/29"
"146548"	3246427780	200338	5	"2001/08/20"
"141797"	3213594244	372535	5	"2001/04/10"
"78088"	732728	245774	5	"2001/03/23"
"121542"	2560003716	398175	5	"2001/05/08"
"123673"	2691403396	201226	5	"2001/05/13"
"25041"	724060	204441	4	"2002/01/13"
"192616"	764685	334400	5	"2003/01/03"
"81178"	734447	344529	5	"2001/09/28"
"34508"	785747588	392860	5	"2001/05/11"
"74204"	1487638148	342609	5	"2001/09/28"
"292273"	809042	204873	5	"2001/01/22"
"128402"	2780991108	312825	3	"2001/02/11"
"97553"	1988660868	380461	5	"2001/01/18"
"31681"	725470	256565	5	"2001/08/23"
"113654"	739963	240913	5	"2001/07/13"
"217493"	772030	289553	5	"2001/03/09"
"49236"	1042124420	1526566788	5	"2001/05/20"
"241889"	782341	255181	5	"2001/02/04"
"194942"	4046950020	367612	2	"2001/10/20"
"202685"	767517	254134	5	"2002/02/14"
"183417"	761886	200396	5	"2001/09/28"
"178723"	4027158148	3202781060	5	"2003/06/02"
"115985"	741446	558451	4	"2001/07/13"
"162634"	754072	243284	5	"2001/06/20"
"188842"	763619	342772	5	"2001/08/04"
"2017"	193433220	271567	5	"2001/03/29"
"160311"	752556	248119	4	"2001/06/20"
"198409"	766450	625808	5	"2001/10/06"
"103811"	2161675908	326834	5	"2001/08/30"
"5985"	719644	323666	5	"2001/10/27"
"84584"	1671597700	257888	3	"2001/05/05"
"88221"	1821740676	433200	3	"2001/07/31"
"96001"	1924304516	413254	5	"2001/02/17"
"124249"	743872	316345	5	"2001/05/13"
"264517"	793989	366818	2	"2001/06/21"
"155594"	3648425604	426746	3	"2001/04/20"
"267924"	795720	205464	5	"2001/06/12"
"276234"	799973	573407	5	"2001/11/15"
"224650"	774946	530256	4	"2001/02/07"
"195467"	765720	338643	5	"2001/10/20"
"15737"	371953284	277629	5	"2001/03/15"
"222607"	774102	205645	4	"2001/10/30"
"216694"	771917	386644	5	"2001/03/09"
"89927"	734826	450703	5	"2001/01/21"
"169322"	3885928068	213141	5	"2001/09/07"
"161496"	753125	405503	5	"2001/06/20"
"181662"	761073	591938	5	"2002/02/18"
"49873"	1056411268	205314	5	"2001/02/07"
"300709"	812988	205639	5	"2001/08/07"
"151388"	3460730500	212893	4	"2001/08/28"
"254722"	788754	552795	5	"2001/08/05"
"105177"	2206961284	264321	4	"2001/09/12"
"161990"	753589	282870	3	"2001/06/20"
"245108"	784047	350170	5	"2001/04/17"
