"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"
"237094"	779988	3135213444	4	0	"2001/01/10"	"2001/02/04"	1	6205
"15791"	373788292	260558	5	0	"2001/01/10"	"2001/03/15"	1	2531398
"184746"	762280	380439	4	0	"2001/01/10"	"2001/09/28"	1	2522488
"86522"	1741131396	260558	5	0	"2001/01/10"	"2001/04/18"	1	46335
"251750"	787484	281871	5	0	"2001/01/10"	"2001/01/31"	1	2531403
"195390"	765699	223418	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"195492"	765726	247388	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"235122"	779023	496579	5	0	"2001/01/10"	"2001/01/31"	1	6205
"212938"	770607	293646	5	0	"2001/01/10"	"2001/08/22"	1	6205
"111694"	738644	391008	4	0	"2001/01/10"	"2001/04/20"	1	2522131
"285936"	806315	304172	4	0	"2001/01/10"	"2001/10/30"	1	2522726
"289322"	807755	1509068676	5	0	"2001/01/10"	"2001/09/02"	1	2522726
"242223"	782539	304780	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"163575"	754409	301396	4	0	"2001/01/10"	"2001/06/20"	1	165915759489
"37816"	726282	321451	5	0	"2001/01/10"	"2003/04/28"	1	2522498
"279268"	802200	465422	5	0	"2001/01/10"	"2001/03/23"	1	2531403
"139654"	3148844676	551841	3	0	"2001/01/10"	"2001/04/10"	1	2522535
"109476"	2389741188	233068	4	0	"2001/01/10"	"2001/04/20"	1	2522131
"106293"	2243595908	2064355204	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"92911"	736654	240308	5	0	"2001/01/10"	"2001/01/26"	1	46335
"186035"	762543	225095	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"14758"	721530	558451	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"1547"	180719236	262760	5	0	"2001/01/10"	"2001/03/29"	1	6205
"255325"	789034	270967	5	0	"2001/01/10"	"2001/08/05"	1	-1
"255016"	788927	411391	2	0	"2001/01/10"	"2001/08/05"	1	2531403
"28269"	724770	268499	3	0	"2001/01/10"	"2001/02/22"	1	2531403
"141959"	3220737668	447478	3	0	"2001/01/10"	"2001/04/10"	1	2522535
"74666"	1495043716	558451	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"146027"	750307	322397	4	0	"2001/01/10"	"2001/08/20"	1	2522535
"271111"	797615	468091	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"29184"	674860676	235717	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"202833"	767566	383624	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"44758"	728229	238290	5	0	"2001/01/10"	"2001/06/21"	1	30971265
"165717"	755616	302584	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"245650"	784539	263022	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"113556"	739908	301950	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"65582"	730852	296904	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"33295"	749571716	296027	5	0	"2001/01/10"	"2001/08/23"	1	2522498
"19712"	479301252	288418	5	0	"2001/01/10"	"2001/03/27"	1	2531403
"187473"	763095	283744	4	0	"2001/01/10"	"2001/08/04"	1	2522488
"159434"	3797716612	1889832836	5	0	"2001/01/10"	"2001/06/20"	1	-1
"13441"	721115	375750	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"285199"	805976	342046	5	0	"2001/01/10"	"2001/10/30"	1	2522726
"279115"	802074	552063	4	0	"2001/01/10"	"2001/03/23"	1	2531403
"276864"	800300	298752	4	0	"2001/01/10"	"2001/11/15"	1	2531403
"117397"	742360	463721	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"205236"	768120	255623	5	0	"2001/01/10"	"2002/02/14"	1	6205
"188696"	763589	280252	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"257163"	789883	269964	3	0	"2001/01/10"	"2001/08/05"	1	2531403
"198833"	766577	204358	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"171993"	756480	657020	5	0	"2001/01/10"	"2001/08/23"	1	2522482
"49460"	1047957124	383172	4	0	"2001/01/10"	"2001/05/20"	1	2522499
"233609"	778533	237489	4	0	"2001/01/10"	"2001/01/31"	1	6205
"219055"	772521	427991	5	0	"2001/01/10"	"2001/03/09"	1	-1
"3148"	219057796	1183289220	2	1	"2001/01/10"	"2001/03/29"	1	-1
"300171"	812765	242696	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"60386"	728872	376706	5	0	"2001/01/10"	"2002/02/16"	1	-1
"131614"	2928184964	511314	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"125567"	744902	200690	5	1	"2001/01/10"	"2001/05/13"	1	2531389
"283240"	805185	255170	5	0	"2001/01/10"	"2001/02/06"	1	2531403
"64691"	730532	262226	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"217231"	771973	741314436	4	0	"2001/01/10"	"2001/03/09"	1	6205
"56328"	1201376900	279675	5	0	"2001/01/10"	"2001/02/09"	1	2522499
"175451"	757626	213839	5	1	"2001/01/10"	"2001/03/16"	1	2522535
"15481"	361401988	203241	5	0	"2001/01/10"	"2001/03/15"	1	2531398
"45996"	964726404	240491	5	0	"2001/01/10"	"2001/03/29"	1	2522499
"75878"	1523814020	1714524036	5	0	"2001/01/10"	"2002/03/10"	1	3321654
"202250"	767444	535276	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"141569"	3212873348	432466	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"122976"	2648804996	508055	5	0	"2001/01/10"	"2001/03/19"	1	2531389
"248576"	785939	309744	4	0	"2001/01/10"	"2001/04/01"	1	2531403
"159582"	3804073604	238687	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"289425"	807815	315436	5	0	"2001/01/10"	"2001/09/02"	1	2522726
"64319"	730404	233481	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"175760"	757750	209674	5	0	"2001/01/10"	"2001/03/16"	1	2522535
"14434"	721389	241261	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"7666"	720286	483668	4	0	"2001/01/10"	"2001/08/08"	1	6205
"176831"	758206	389260	5	0	"2001/01/10"	"2001/02/05"	1	2522265
"278257"	801281	312846	5	0	"2001/01/10"	"2001/03/23"	1	2531403
"88323"	1825607300	558451	5	0	"2001/01/10"	"2001/07/31"	1	46335
"179396"	759852	321254	4	0	"2001/01/10"	"2003/06/02"	1	-1
"97645"	1990299268	301949	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"46526"	978423428	578870	5	0	"2001/01/10"	"2002/02/21"	1	2522499
"89175"	1866370692	255170	5	0	"2001/01/10"	"2001/07/31"	1	46335
"89146"	1866370692	200338	5	0	"2001/01/10"	"2001/07/31"	1	46335
"234537"	778942	402326	5	0	"2001/01/10"	"2001/01/31"	1	6205
"95314"	737860	281871	5	0	"2001/01/10"	"2001/02/17"	1	46335
"67639"	731592	558451	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"83066"	1632079492	349421	5	0	"2001/01/10"	"2001/10/30"	1	46335
"172669"	756822	239232	5	0	"2001/01/10"	"2001/07/18"	1	2522482
"50161"	1064078980	200204	5	0	"2001/01/10"	"2001/02/07"	1	2522499
"133754"	747331	705223	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"180573"	760430	523575	5	0	"2001/01/10"	"2003/06/02"	1	6205
"264749"	794152	299917	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"209936"	769464	390070	5	0	"2001/01/10"	"2001/02/23"	1	6205
"152408"	3505426052	233481	5	0	"2001/01/10"	"2001/03/29"	1	-1
"254817"	788804	468091	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"202931"	767583	545353	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"232939"	778242	277666	5	1	"2001/01/10"	"2001/01/31"	1	6205
"188137"	763454	493549	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"28271"	724770	279109	3	0	"2001/01/10"	"2001/02/22"	1	2531403
"159246"	3785002628	201915	5	0	"2001/01/10"	"2001/11/15"	1	2518365
"42091"	867602052	261351	5	0	"2001/01/10"	"2003/06/14"	1	-1
"62900"	729876	491968	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"189046"	763630	273029	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"20597"	506891908	215880	5	0	"2001/01/10"	"2001/05/22"	1	2531403
"228978"	776745	530391	5	0	"2001/01/10"	"2001/01/31"	1	6205
"45890"	962563716	240913	5	0	"2001/01/10"	"2001/03/29"	1	2522499
"159987"	752379	202911	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"149254"	750439	240308	4	0	"2001/01/10"	"2001/03/07"	1	2522317
"36649"	830836356	315530	5	0	"2001/01/10"	"2001/03/16"	1	2522498
"273922"	799030	413254	5	0	"2001/01/10"	"2001/11/15"	1	2531403
"213749"	770844	324994	5	0	"2001/01/10"	"2001/03/09"	1	6205
"33735"	766545540	200338	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"297021"	811355	437476	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"114439"	740468	222557	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"208492"	768985	465597	5	0	"2001/01/10"	"2001/02/23"	1	-1
"185142"	762376	344529	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"263947"	793481	454387	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"68563"	1295421060	210284	5	0	"2001/01/10"	"2001/09/06"	1	2522535
"5702"	278761092	302684	5	0	"2001/01/10"	"2001/10/27"	1	-1
"190381"	764042	270075	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"197698"	766318	453926	6	0	"2001/01/10"	"2001/09/22"	1	2522488
"12253"	337546884	356519	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"211030"	769905	223418	3	0	"2001/01/10"	"2001/02/23"	1	6205
"94242"	737550	398870	5	0	"2001/01/10"	"2001/02/17"	1	46335
"20316"	499158660	418988	5	0	"2001/01/10"	"2001/05/22"	1	2531403
"34049"	773885572	559271	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"121873"	2578747012	226286	4	0	"2001/01/10"	"2001/05/08"	1	2531389
"114067"	740226	261449	4	0	"2001/01/10"	"2001/07/13"	1	2522131
"17351"	405966468	242264	5	0	"2001/01/10"	"2001/03/15"	1	2531403
"173052"	756981	297788	5	0	"2001/01/10"	"2001/07/18"	1	2522482
"89667"	734661	250895	5	0	"2001/01/10"	"2001/01/21"	1	46335
"31418"	735809156	233969	3	0	"2001/01/10"	"2001/08/23"	1	2522495
"28002"	668700292	293976	5	0	"2001/01/10"	"2001/11/29"	1	2531403
"187951"	763315	372535	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"295462"	810375	247820	5	0	"2001/01/10"	"2001/10/05"	1	2522726
"115911"	741388	550120	3	0	"2001/01/10"	"2001/07/13"	1	2522131
"137987"	3104214660	210284	5	0	"2001/01/10"	"2001/01/18"	1	2522535
"204280"	767930	306566	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"67251"	731453	329383	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"263486"	793288	261079	4	0	"2001/01/10"	"2001/06/21"	1	2531403
"118029"	742612	489221	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"197096"	766123	407776	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"238903"	780939	283312	5	0	"2001/01/10"	"2001/02/04"	1	6205
"299896"	812621	551551	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"3953"	240422532	313188	5	0	"2001/01/10"	"2001/03/29"	1	6205
"37522"	864063108	285907	5	0	"2001/01/10"	"2003/04/28"	1	2522498
"181082"	760826	245769	5	0	"2001/01/10"	"2003/06/02"	1	2518365
"198474"	766453	533229	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"76971"	732255	346537	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"296834"	811250	442980	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"242546"	782720	298752	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"224757"	4061236868	235717	5	0	"2001/01/10"	"2001/02/07"	1	6205
"225787"	775568	274095	4	0	"2001/01/10"	"2002/07/31"	1	6205
"209884"	769451	282870	5	0	"2001/01/10"	"2001/02/23"	1	6205
"296278"	810831	241636	5	0	"2001/01/10"	"2001/10/05"	1	2522726
"268894"	796409	369687	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"129393"	2818215556	2509934468	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"231872"	777802	307547	5	0	"2001/01/10"	"2001/01/31"	1	6205
"2551"	203656836	1378848644	5	0	"2001/01/10"	"2001/03/29"	1	-1
"179091"	4030500484	239890	5	0	"2001/01/10"	"2003/06/02"	1	6205
"239379"	781175	413254	4	0	"2001/01/10"	"2001/02/04"	1	-1
"53623"	1141673604	380175	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"87595"	1790807684	262868	5	0	"2001/01/10"	"2001/07/31"	1	46335
"99077"	2041482884	210284	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"119188"	743234	242264	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"203495"	767713	352429	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"64876"	730612	561700	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"52475"	1108512388	280831	5	0	"2001/01/10"	"2001/01/23"	1	2522499
"131529"	2926218884	340335	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"96093"	1929023108	719342	5	0	"2001/01/10"	"2001/02/17"	1	2522131
"31760"	725470	222472	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"120723"	2502725252	1065193348	2	0	"2001/01/10"	"2001/05/08"	1	2531389
"202988"	767595	446576	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"159245"	3785002628	282870	5	0	"2001/01/10"	"2001/11/15"	1	2518365
"144383"	749544	277005	5	0	"2001/01/10"	"2002/05/11"	1	2522535
"237555"	780250	323727	5	0	"2001/01/10"	"2001/02/04"	1	6205
"44285"	727968	241850	5	0	"2001/01/10"	"2001/06/21"	1	30971265
"18096"	429231748	365973	3	0	"2001/01/10"	"2001/05/18"	1	2531403
"246713"	785077	235766	4	0	"2001/01/10"	"2001/04/17"	1	2531403
"151035"	752242	218235	3	0	"2001/01/10"	"2001/08/28"	1	2522317
"5317"	273911428	707221	5	0	"2001/01/10"	"2001/03/29"	1	6205
"215489"	771514	303318	5	0	"2001/01/10"	"2001/03/09"	1	6205
"266094"	794684	210284	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"70568"	1370721924	235766	5	0	"2001/01/10"	"2001/03/27"	1	3321654
"155286"	3629747844	1558351748	5	0	"2001/01/10"	"2001/04/20"	1	6205
"70363"	1363709572	261079	5	0	"2001/01/10"	"2001/03/27"	1	3321654
"237138"	779999	373062	4	0	"2001/01/10"	"2001/02/04"	1	6205
"194673"	765449	435967	5	0	"2001/01/10"	"2001/04/17"	1	2522488
"80351"	734100	319000	5	0	"2001/01/10"	"2001/09/28"	1	3321654
"201540"	767201	315436	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"84350"	1660849796	295348	5	1	"2001/01/10"	"2001/10/12"	1	46335
"259967"	791503	407132	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"28940"	725159	296058	4	0	"2001/01/10"	"2002/07/13"	1	2531403
"38784"	726588	534929	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"35632"	814321284	266240	4	0	"2001/01/10"	"2001/05/11"	1	2522498
"9831"	293965444	2145292164	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"203782"	767811	538275	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"219014"	772521	334383	5	0	"2001/01/10"	"2001/03/09"	1	-1
"170780"	3927346820	204636	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"10814"	311791236	533878	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"3355"	230919812	290941	5	0	"2001/01/10"	"2001/03/29"	1	6205
"22923"	723299	200500	5	0	"2001/01/10"	"2001/07/11"	1	2531403
"112633"	739229	337542	4	0	"2001/01/10"	"2001/03/07"	1	2522131
"229937"	777191	337504	5	0	"2001/01/10"	"2001/01/31"	1	6205
"137438"	3082391172	283057	5	0	"2001/01/10"	"2001/03/28"	1	2522535
"78372"	732994	301950	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"242933"	782821	322117	4	0	"2001/01/10"	"2001/02/04"	1	2531398
"226003"	775681	200338	5	0	"2001/01/10"	"2002/07/31"	1	6205
"252182"	787620	264571	5	0	"2001/01/10"	"2001/01/31"	1	2531403
"270386"	797169	301950	5	0	"2001/01/10"	"2001/09/28"	1	2531403
"192356"	764590	548028	5	0	"2001/01/10"	"2003/01/03"	1	2522488
"87369"	1783729796	301080	4	0	"2001/01/10"	"2001/07/31"	1	46335
"122652"	2626522756	241729	5	0	"2001/01/10"	"2001/03/19"	1	2531389
"97335"	1982500484	375750	5	0	"2001/01/10"	"2001/01/18"	1	2522131
"195610"	765738	203962	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"190234"	764023	210284	4	0	"2001/01/10"	"2001/08/04"	1	2522488
"116735"	742056	461406	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"174998"	3978399364	630119	4	0	"2001/01/10"	"2001/03/16"	1	2522535
"294086"	809749	409935	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"95845"	1917881988	217963	5	0	"2001/01/10"	"2001/02/17"	1	2522131
"3719"	236228228	200338	4	0	"2001/01/10"	"2001/03/29"	1	-1
"284188"	805471	290488	2	0	"2001/01/10"	"2002/09/15"	1	2522726
"70754"	1373736580	407665	5	0	"2001/01/10"	"2001/03/27"	1	3321654
"297854"	811861	204873	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"124732"	744234	247480	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"185853"	762542	235377	5	0	"2001/01/10"	"2001/09/28"	1	2522488
"71533"	1393528452	257170	5	0	"2001/01/10"	"2001/03/29"	1	3321654
"147553"	3311439492	210284	5	0	"2001/01/10"	"2001/10/30"	1	2522317
"31049"	721325700	298752	3	0	"2001/01/10"	"2001/08/23"	1	2522495
"198455"	766453	342187	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"260945"	791952	299917	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"167500"	3842805380	200338	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"103235"	2144898692	278004	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"255702"	789279	319664	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"6188"	719658	211674	5	0	"2001/01/10"	"2001/10/27"	1	6205
"64589"	730513	203772	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"165102"	755222	700005	4	0	"2001/01/10"	"2001/06/20"	1	165915759489
"188067"	763402	578479	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"259293"	791038	287898	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"112469"	739146	204549	5	0	"2001/01/10"	"2001/03/07"	1	2522131
"135344"	3024391812	569601	2	0	"2001/01/10"	"2001/06/06"	1	2522265
"133192"	747082	318628	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"130898"	2902101636	243427	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"267010"	795264	278113	5	0	"2001/01/10"	"2002/02/15"	1	2531403
"39062"	726618	201226	4	0	"2001/01/10"	"2003/05/15"	1	2522498
"102788"	2136510084	1568706436	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"86918"	1760071300	454197	5	0	"2001/01/10"	"2001/07/31"	1	46335
"80065"	734037	338096	5	0	"2001/01/10"	"2001/09/30"	1	3321654
"102009"	2115473028	241636	5	0	"2001/01/10"	"2001/08/30"	1	2522131
"78804"	733159	708757	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"15007"	721669	480385	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"214216"	771025	308394	3	1	"2001/01/10"	"2001/03/09"	1	6205
"281748"	804046	299754	5	1	"2001/01/10"	"2001/02/06"	1	2531403
"198444"	766453	311238	5	0	"2001/01/10"	"2001/10/06"	1	2522488
"181152"	760874	293732	5	0	"2001/01/10"	"2003/06/02"	1	2518365
"107855"	2308411012	323904	5	0	"2001/01/10"	"2001/09/12"	1	2522131
"31561"	725419	258472	4	0	"2001/01/10"	"2001/08/23"	1	2522495
"222697"	774133	446576	5	0	"2001/01/10"	"2001/10/30"	1	6205
"251660"	787436	347742	5	0	"2001/01/10"	"2001/04/01"	1	2531403
"35402"	799510148	201915	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"34566"	785747588	205491	5	0	"2001/01/10"	"2001/05/11"	1	2522498
"77631"	732544	432060	2	1	"2001/01/10"	"2001/03/23"	1	3321654
"2532"	203329156	332713	3	1	"2001/01/10"	"2001/03/29"	1	6205
"229511"	777022	270717	5	0	"2001/01/10"	"2001/01/31"	1	-1
"72167"	1416466052	210284	5	0	"2001/01/10"	"2001/08/23"	1	3321654
"17141"	401575556	210056	5	0	"2001/01/10"	"2001/03/15"	1	2531403
"162134"	753809	313693	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"38623"	726547	302375	5	0	"2001/01/10"	"2003/05/15"	1	2522498
"142610"	748884	245500	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"66014"	730914	200500	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"182027"	761218	405503	5	0	"2001/01/10"	"2002/02/18"	1	2531404
"83975"	1642237572	204945	3	0	"2001/01/10"	"2001/10/30"	1	46335
"259215"	790910	236296	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"77727"	732616	279393	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"84999"	1684180612	210284	5	0	"2001/01/10"	"2001/05/05"	1	46335
"72344"	1421119108	423487	5	0	"2001/01/10"	"2003/05/26"	1	3321654
"269916"	796923	351641	4	0	"2001/01/10"	"2001/09/28"	1	2531403
"222269"	773861	312027	4	0	"2001/01/10"	"2001/10/30"	1	-1
"162294"	753883	263022	5	0	"2001/01/10"	"2001/06/20"	1	165915759489
"195598"	765738	243014	5	0	"2001/01/10"	"2001/10/20"	1	2522488
"32778"	726139	349482	3	0	"2001/01/10"	"2001/08/23"	1	2522495
"84016"	1645252228	239694	5	0	"2001/01/10"	"2001/10/30"	1	46335
"10906"	315330180	344529	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"202110"	767427	215807	5	0	"2001/01/10"	"2002/02/14"	1	2522488
"42796"	875204228	501806	5	0	"2001/01/10"	"2001/04/04"	1	30971265
"215170"	771369	222720	5	0	"2001/01/10"	"2001/03/09"	1	6205
"132988"	746864	213594	5	0	"2001/01/10"	"2001/04/19"	1	2521901
"209720"	769349	326177	2	0	"2001/01/10"	"2001/02/23"	1	6205
"141633"	3213135492	293646	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"52451"	1108512388	1091997572	5	0	"2001/01/10"	"2001/01/23"	1	2522499
"272910"	798646	324864	4	0	"2001/01/10"	"2001/11/15"	1	2531403
"81360"	1562873476	416547	5	0	"2001/01/10"	"2001/09/28"	1	46335
"246187"	784845	367202	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"289103"	807625	234283	5	0	"2001/01/10"	"2001/08/21"	1	2522726
"198504"	766453	282884	4	0	"2001/01/10"	"2001/10/06"	1	2522488
"11113"	318738052	453486	5	0	"2001/01/10"	"2001/04/10"	1	2522488
"124197"	743798	257458	5	0	"2001/01/10"	"2001/05/13"	1	2531389
"156296"	3680079492	379808	5	0	"2001/01/10"	"2001/09/06"	1	2518365
"246520"	785030	313050	5	0	"2001/01/10"	"2001/04/17"	1	2531403
"163692"	754524	257816	5	0	"2001/01/10"	"2001/06/20"	1	2518365
"265095"	794292	420355	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"293934"	809646	268787	4	0	"2001/01/10"	"2001/01/22"	1	2522726
"66949"	731213	411121	5	0	"2001/01/10"	"2001/09/06"	1	2522499
"146475"	3238432388	533878	5	0	"2001/01/10"	"2001/08/20"	1	2522317
"60875"	729042	483668	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"168767"	3876294276	301949	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"168225"	3860696708	301950	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"36628"	830836356	209513	5	0	"2001/01/10"	"2001/06/13"	1	2522498
"293678"	809585	290488	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"285962"	806344	204441	3	0	"2001/01/10"	"2001/10/30"	1	2522726
"8338"	720578	365973	5	0	"2001/01/10"	"2001/08/20"	1	6205
"238919"	780955	335848	4	0	"2001/01/10"	"2001/02/04"	1	6205
"265403"	794399	355176	5	0	"2001/01/10"	"2001/06/21"	1	2531403
"291476"	808768	224881	5	0	"2001/01/10"	"2001/01/22"	1	2522726
"28493"	724937	394804	5	0	"2001/01/10"	"2001/02/22"	1	2531403
"119259"	743239	258703	5	0	"2001/01/10"	"2001/07/13"	1	2522131
"140149"	3158806148	506137	5	0	"2001/01/10"	"2001/04/10"	1	2522535
"259090"	790877	443503	3	0	"2001/01/10"	"2001/08/05"	1	2531403
"206354"	768416	328146	5	0	"2001/01/10"	"2002/02/14"	1	-1
"242402"	782612	551723	5	0	"2001/01/10"	"2001/02/04"	1	2531398
"288237"	807342	257170	5	0	"2001/01/10"	"2001/08/21"	1	2522726
"14997"	721669	222351	5	0	"2001/01/10"	"2001/03/15"	1	2522488
"222775"	774156	401711	4	0	"2001/01/10"	"2001/02/07"	1	6205
"109141"	2378272388	259809	4	0	"2001/01/10"	"2001/04/20"	1	2522131
"155611"	3648884356	288445	4	0	"2001/01/10"	"2001/04/20"	1	2518365
"297742"	811718	324864	4	0	"2001/01/10"	"2001/03/08"	1	2522726
"220546"	773189	346128	4	0	"2001/01/10"	"2001/04/23"	1	6205
"44503"	728020	208989	5	0	"2001/01/10"	"2001/06/21"	1	30971265
"257081"	789815	337813	5	0	"2001/01/10"	"2001/08/05"	1	2531403
"37756"	726260	368762	5	0	"2001/01/10"	"2003/04/28"	1	2522498
"119865"	2468449924	1416204164	5	0	"2001/01/10"	"2001/07/13"	1	2531389
"77945"	732694	279109	5	0	"2001/01/10"	"2001/03/23"	1	3321654
"131928"	2955382404	265056	5	0	"2001/01/10"	"2002/03/10"	1	2521901
"62930"	729876	204278	5	0	"2001/01/10"	"2001/08/16"	1	2522499
"120945"	2525466244	282870	2	1	"2001/01/10"	"2001/05/08"	1	2531389
"32061"	725755	282870	5	0	"2001/01/10"	"2001/08/23"	1	2522495
"168611"	3872099972	407665	5	0	"2001/01/10"	"2001/09/07"	1	2522482
"190589"	764065	350980	5	0	"2001/01/10"	"2001/08/04"	1	2522488
"264110"	793589	200500	4	0	"2001/01/10"	"2001/06/21"	1	2531403
"73990"	1482788484	336932	2	0	"2001/01/10"	"2001/01/26"	1	-1
"297821"	811803	563204	5	0	"2001/01/10"	"2001/03/08"	1	2522726
"154983"	3607662212	212893	4	0	"2001/01/10"	"2001/11/28"	1	2518365
"23650"	528715396	705223	5	0	"2001/01/10"	"2001/09/18"	1	2522726
"254423"	788584	319480	4	0	"2001/01/10"	"2001/08/05"	1	2531403
"266968"	795238	260251	5	0	"2001/01/10"	"2002/02/15"	1	2531403
"158579"	3754135172	295983	4	0	"2001/01/10"	"2001/11/15"	1	2518365
"17160"	402230916	199828	4	0	"2001/01/10"	"2001/03/15"	1	2531403
"148913"	3404959364	233600	5	0	"2001/01/10"	"2001/03/07"	1	2522317
"240866"	782001	351377	5	0	"2001/01/10"	"2001/02/04"	1	-1
"75179"	1503956612	431998	5	0	"2001/01/10"	"2002/03/10"	1	3321654
"284073"	805463	204358	5	0	"2001/01/10"	"2002/09/15"	1	2522726
