V1	V2	V3	V6
2041482884	202207	5	2001/01/18
1020628612	200762	5	2001/03/19
3983576708	1532923780	5	2001/03/16
1031704196	492102	5	2001/03/19
764461	366818	4	2003/01/03
756538	396804	4	2001/08/23
225414788	350626	5	2001/03/29
3928329860	337542	5	2001/09/07
731090	234861	5	2001/09/06
769136	290331	3	2001/02/23
729729	256565	5	2001/08/16
766975	235766	5	2002/02/14
731453	2998177668	5	2001/09/06
734522	282012	5	2001/09/12
723118	222705	5	2001/07/11
3881340548	391008	5	2001/09/07
769054	235766	5	2001/02/23
720589	238184	5	2001/08/20
760555	635274	5	2003/06/02
720793	323727	5	2001/04/10
736673	408618	4	2001/01/26
728002	204418	5	2001/06/21
3363212932	243559	4	2001/03/07
719660	278113	4	2001/10/27
1064078980	350765	5	2001/02/07
410488452	277629	3	2001/05/18
1136103044	396675	5	2001/01/25
1965854340	405503	5	2001/01/18
761772	268021	5	2001/09/28
731142	294260	5	2001/09/06
755616	241729	5	2001/06/20
689802884	301797	5	2001/08/23
1263439492	288822	5	2001/02/21
1941933700	261183	5	2001/01/18
767930	3258879876	5	2002/02/14
2686160516	302684	4	2001/05/13
2201980548	380461	5	2001/09/12
770607	289805	5	2001/08/22
770840	336990	5	2001/03/09
1759350404	346777	3	2001/07/31
621645444	526523	5	2001/11/29
1994886788	282870	5	2001/01/18
1009028740	2481360772	5	2001/03/19
3147665028	435967	5	2001/04/10
762321	561724	5	2001/09/28
754583	202911	2	2001/06/20
365530756	225917	5	2001/03/15
2803338884	314062	5	2001/02/11
772849	372535	5	2001/03/09
778069	200338	5	2001/01/31
3564605060	332713	5	2001/03/29
773918	278587	3	2001/10/30
3171585668	288418	5	2001/04/10
1053527684	334400	5	2001/02/07
751629	361989	5	2001/03/07
732333	240913	5	2001/03/23
781852	283976	5	2001/02/04
758057	538598	4	2001/03/16
1257016964	301797	5	2001/02/09
2324926084	399146	4	2001/09/12
3901525636	350170	5	2001/09/07
3051064964	210284	3	2001/03/13
737414	347300	5	2001/02/17
727314	203552	5	2003/05/15
438537860	288006	4	2001/05/18
719646	372535	5	2001/10/27
726252	324994	5	2003/04/28
319000196	223559	5	2001/04/10
745578	279544	5	2001/05/13
853380740	328936	5	2003/04/28
664047236	344812	5	2001/11/29
733360	207186	5	2001/02/06
3483930244	368762	5	2001/03/29
3165884036	448594	5	2001/04/10
763576	440789	5	2001/08/04
768127	448540	4	2002/02/14
2218299012	289843	5	2001/09/12
774735	315565	5	2001/02/07
1077710468	201805	5	2001/02/07
755495	204239	5	2001/06/20
2011270788	210284	3	2001/01/18
724475	234573	5	2001/06/29
1421250180	211674	5	2003/05/26
3506409092	458367	4	2001/03/29
1289916036	201583	5	2001/09/06
744502	210284	5	2001/05/13
762401	353955	4	2001/09/28
955682436	280831	3	2001/03/29
758376	380461	5	2002/06/29
729810	210789	4	2001/08/16
781445	296860	5	2001/02/04
2417593988	462625	5	2001/04/20
768719	507696	4	2002/02/14
740549	209173	5	2001/07/13
2924646020	418816	5	2002/03/10
737550	238250	5	2001/02/17
781124	399055	5	2001/02/04
749526	210752	3	2002/05/11
723632	260676	5	2001/09/18
966626948	282870	5	2002/01/05
867602052	217762	5	2003/06/14
1546555012	417618	5	2001/03/23
720180	237120	5	2001/08/08
758388	345500	5	2003/06/02
739410	200903	5	2001/03/07
3024260740	301949	5	2001/06/06
4048522884	289795	3	2002/02/14
1176538756	547243	5	2001/02/09
753809	232535	5	2001/06/20
1442549380	719409	5	2002/07/31
1705610884	349324	3	2001/05/05
3880685188	385423	4	2001/09/07
736588	322397	5	2001/01/26
767956	324994	5	2002/02/14
3421408900	222557	4	2001/03/07
1388482180	405665	5	2001/03/29
765788	539935	5	2001/10/20
775786	401711	5	2002/07/31
751612	527512	3	2001/03/07
742502	299602	4	2001/07/13
750006	233481	5	2001/08/20
768968	410002	5	2001/02/23
727740	306044	5	2001/04/14
640585348	279109	5	2001/11/29
1791987332	380175	4	2001/07/31
3682307716	279278	5	2001/09/06
1027116676	313352	5	2001/03/19
3398667908	321451	5	2001/03/07
4030500484	239875	5	2003/06/02
731767	241261	5	2001/09/06
757415	210284	4	2002/04/10
730455	331665	5	2001/09/06
742360	412101	5	2001/07/13
757444	204418	5	2001/03/16
2316996228	402326	5	2001/09/12
2746257028	1378848644	5	2001/02/11
728746	201494	5	2002/02/16
258444932	199851	5	2001/03/29
724286	242266	5	2001/06/29
775933	268006	5	2002/07/31
1098681988	299846	5	2001/03/14
728303	338015	4	2001/06/21
770152	308936	5	2001/02/23
766594	311238	5	2001/10/06
764252	407724	5	2001/08/04
721617	580642	5	2001/03/15
176000644	255170	5	2001/03/29
294751876	333720	5	2001/04/10
769953	231460	5	2001/02/23
748926	396144	5	2001/04/10
748231	233600	5	2001/06/06
872648324	200858	5	2001/04/14
769929	538598	5	2001/02/23
1210486404	313693	5	2001/02/09
737063	363527	5	2001/01/26
761073	287856	5	2002/02/18
764966	242696	5	2003/01/03
749199	202911	5	2001/08/22
770912	563779	5	2001/03/09
768695	491968	5	2002/02/14
740008	302801	5	2001/07/13
780457	332261	5	2001/02/04
1100189316	228431	5	2001/08/16
1507954308	332261	5	2002/03/10
202804868	241362	5	2001/03/29
3515518596	241729	4	2001/03/29
731453	353731	5	2001/09/06
1201376900	408214	5	2001/02/09
2412547716	320719	5	2001/04/20
724386	432043	5	2001/06/29
747315	321708	3	2001/04/19
767115	255170	5	2002/02/14
724255	1423347588	4	2001/06/29
757972	232953	5	2001/03/16
770799	200338	4	2001/03/09
2329579140	235766	5	2001/09/12
1796378244	210284	3	2001/07/31
776310404	210284	4	2001/05/11
1408798340	289843	5	2001/03/29
2161675908	645386	5	2001/08/30
3464793732	362787	5	2001/03/29
507874948	210284	5	2001/05/22
724503	255181	4	2001/06/29
1681428100	233472	5	2001/05/05
1676971652	213885	2	2001/05/05
640781956	204945	3	2001/11/29
721115	276559	5	2001/03/15
756877	261351	5	2001/07/18
698191492	493438	5	2001/08/23
3120729732	368762	5	2001/01/18
781656	582427	5	2001/02/04
727692	234885	5	2003/06/14
179474052	350626	5	2001/03/29
768385	206437	5	2002/02/14
737766	285907	5	2001/02/17
779587	413743	4	2001/02/04
721275	514418	5	2001/03/15
2113900164	228268	5	2001/08/30
750247	210284	5	2001/08/20
2924121732	199781	5	2002/03/10
760058	562784	5	2003/06/02
721194	294260	4	2001/03/15
737926	330501	5	2001/04/20
1604095620	436135	3	2001/09/28
737664	231974	5	2001/02/17
3403189892	210284	5	2001/03/07
2772602500	232535	4	2001/02/11
3505426052	231844	5	2001/03/29
767201	559757	5	2002/02/14
756981	346033	5	2001/07/18
740738	322274	5	2001/07/13
3323629188	313232	5	2001/04/16
738537	353635	5	2001/04/20
3334770308	302584	4	2001/04/16
372936324	224762	4	2001/03/15
777753	546356	5	2001/01/31
1423740548	241572	4	2003/05/26
740685	269216	5	2001/07/13
2775355012	323666	5	2001/02/11
3536817796	526523	5	2001/03/29
780261	433727	5	2001/02/04
762242	262195	5	2001/09/28
745607	686793	4	2001/05/13
826183300	459003	4	2001/06/13
743038	719342	5	2001/07/13
1929023108	243427	5	2001/02/17
3581185668	233974	5	2001/11/28
2205388420	495905	5	2001/09/12
2197261956	279278	5	2002/12/24
1857654404	319609	5	2001/07/31
777553	279675	5	2001/01/31
766771	287330	5	2001/10/06
1159302788	553461	4	2001/02/09
1058246276	1640730500	5	2001/02/07
731302	231508	4	2001/09/06
3308359300	462625	5	2001/10/30
3634400900	204358	5	2001/04/20
778046	533485	5	2001/01/31
761753	352429	3	2001/09/28
2328202884	202911	5	2001/09/12
771125	302011	4	2001/03/09
2488635012	269785	5	2001/05/08
1945603716	311513	5	2001/01/18
1037340292	204418	4	2001/05/20
2962263684	293646	5	2002/03/10
780968	415947	5	2001/02/04
3873083012	502205	5	2001/09/07
777559	294216	5	2001/01/31
752203	273844	5	2001/01/24
767434	437158	5	2002/02/14
1007062660	234958	5	2001/03/19
761895	279544	5	2001/09/28
768943	322397	5	2001/02/23
727269	342772	5	2003/05/15
1176538756	301949	5	2001/02/09
743234	234953	5	2001/07/13
768279	237466	5	2002/02/14
4030500484	239868	5	2003/06/02
766733	439162	5	2001/10/06
2965343876	296027	4	2002/03/10
737534	294049	5	2001/02/17
348688004	205541	3	2001/03/15
380669572	223756	5	2001/03/15
725163	210284	3	2002/07/13
2488635012	222351	5	2001/05/08
768125	204622	4	2002/02/14
780457	369013	4	2001/02/04
2243595908	204239	5	2001/09/12
3872099972	293646	5	2001/09/07
493325956	437448	4	2001/05/22
774291	556954	5	2001/02/07
779194	261619	5	2001/01/31
1422429828	303530	5	2003/05/26
728520	296058	4	2001/08/27
745826	464492	2	2001/05/13
3077082756	2605617028	2	2001/03/28
762543	234283	5	2001/09/28
763000	351641	5	2001/08/04
752812	368725	5	2001/06/20
757494	484785	5	2001/03/16
755318	209674	5	2001/06/20
754972	396144	5	2001/06/20
3208744580	465597	5	2001/04/10
780033	3024457604	5	2001/02/04
761434	268021	4	2002/02/18
755037	241729	4	2001/06/20
740694	418534	4	2001/07/13
767170	324864	4	2002/02/14
3564342916	936480644	5	2001/03/29
766628	262430	5	2001/10/06
1825607300	311271	5	2001/07/31
778990	200338	5	2001/01/31
3575811716	282870	5	2001/11/28
3884748420	485024	5	2001/09/07
734661	319609	5	2001/01/21
1136627332	485165	5	2001/01/25
3105328772	232144	5	2001/01/18
953716356	273029	4	2001/03/29
761840	368762	5	2001/09/28
787779204	451867	5	2001/05/11
772160	293986	5	2001/03/09
771917	375995	5	2001/03/09
756037	502205	5	2001/09/07
755222	450803	5	2001/06/20
1258524292	538275	5	2001/02/21
768943	542694	5	2001/02/23
769718	432043	4	2001/02/23
2926218884	244708	5	2002/03/10
725008	288445	5	2002/07/13
266374788	521607	5	2001/03/29
772736	293976	5	2001/03/09
3913387652	370180	5	2001/09/07
1801358980	434383	5	2001/07/31
827166340	276559	5	2001/06/13
2694811268	351524	4	2001/05/13
776966	342772	5	2001/01/31
766430	276182	5	2001/10/06
729764	256232	4	2001/08/16
3744960132	241496	5	2001/11/15
256347780	388214	5	2001/03/29
722343	351641	4	2001/07/11
2300219012	225095	5	2001/09/12
729578	268590	5	2001/08/16
1385205380	426061	5	2001/03/29
698191492	204418	5	2001/08/23
781852	456060	5	2001/02/04
765487	253067	5	2001/04/17
826707588	245622	5	2001/06/13
2808516228	210284	2	2001/02/11
1041141380	257837	5	2001/05/20
747546	396144	5	2001/04/19
1094487684	279016	5	2001/01/19
740679	200118	5	2001/07/13
728002	222351	5	2001/06/21
762825	306614	5	2001/09/28
183930500	302584	4	2001/03/29
735758	213717	5	2001/01/26
956993156	558451	5	2001/03/29
731051	204622	5	2001/09/06
521637508	255273	5	2001/09/18
720239	380658	5	2001/08/08
775072	549830	5	2001/02/07
778670	298184	5	2001/01/31
780968	447644	5	2001/02/04
2426900100	455577	5	2001/04/20
3755052676	415509	4	2001/11/15
736590	495905	5	2001/01/26
253988484	222705	5	2001/03/29
728400	534862	5	2001/02/21
437816964	210284	5	2001/05/18
721725	539856	5	2001/03/15
1019711108	415506	5	2001/03/19
2746322564	350170	4	2001/02/11
2384105092	492102	5	2001/04/20
781656	537984	5	2001/02/04
743234	561700	5	2001/07/13
741606	308422	5	2001/07/13
769642	416700	5	2001/02/23
777978	284327	5	2001/01/31
763100	434377	5	2001/08/04
766530	412101	5	2001/10/06
3059977860	2595852164	5	2001/03/13
765353	224409	5	2001/04/17
739298	265810	5	2001/03/07
3602026116	210284	5	2001/11/28
1673825924	204358	5	2001/05/05
775844	448700	5	2002/07/31
4040330884	216631	2	2002/02/18
777265	260251	5	2001/01/31
4009463428	1635618692	5	2003/06/02
734546	2407108484	5	2001/01/21
630165124	1640730500	5	2001/11/29
728400	310409	5	2001/02/21
1487244932	216198	5	2001/09/28
771258	208103	4	2001/03/09
3602026116	424778	5	2001/11/28
3856895620	398175	4	2001/09/07
760654	205076	5	2003/06/02
404655748	205621	4	2001/03/15
3786378884	257987	5	2001/06/20
749808	342772	5	2001/06/23
1155698308	325296	5	2001/02/09
766172	319798	5	2001/10/20
3230764676	283057	3	2001/08/20
739586	207593	5	2001/03/07
787779204	437158	5	2001/05/11
2721812100	210284	3	2001/05/13
726896	301950	5	2003/05/15
3698298500	241729	5	2001/11/15
2012712580	594371	5	2001/01/18
1421708932	203772	5	2003/05/26
721170	242696	5	2001/03/15
748588	210284	5	2001/06/06
768034	308422	5	2002/02/14
1642958468	586503	2	2001/10/30
757605	208757	4	2001/03/16
726679	224644	4	2003/05/15
3057880708	236756	5	2001/03/13
3416034948	269924	5	2001/03/07
761772	355445	5	2001/09/28
676695684	233969	3	2001/08/23
719988	448594	5	2002/02/17
748745	230177	5	2001/04/10
771917	386644	5	2001/03/09
771644	360720	4	2001/03/09
300519044	210284	4	2001/04/10
763842	222557	5	2001/08/04
771949	439383	5	2001/03/09
720793	290046	5	2001/04/10
3321794180	492102	5	2001/10/30
769451	222557	5	2001/02/23
747404	1995804548	5	2001/04/19
2188217988	2469957508	4	2002/12/24
1049267844	236832	2	2001/02/07
729998	681650	5	2001/08/16
1211534980	200204	4	2001/02/09
3163262596	204278	5	2001/04/10
738372	337335	5	2001/04/20
724021	322437	5	2002/01/13
729956	208905	5	2001/08/16
2384105092	276559	5	2001/04/20
664047236	293976	5	2001/11/29
740178	241362	3	2001/07/13
2906951300	432043	5	2002/03/10
770832	289186	3	2001/03/09
719988	401711	5	2002/02/17
770607	340900	4	2001/08/22
478252676	248520	3	2001/03/27
774158	320093	5	2001/02/07
2046594692	389768	5	2001/01/18
1570213508	282870	5	2001/09/28
737729	545665	5	2001/02/17
2210696836	238863	4	2001/09/12
1565822596	372171	5	2001/09/28
3700985476	448594	5	2001/11/15
768943	497285	5	2001/02/23
764470	304172	4	2003/01/03
731051	323904	5	2001/09/06
2793246340	525533	5	2001/02/11
3884748420	262868	5	2001/09/07
1227001476	204780	5	2001/03/16
767559	483897	5	2002/02/14
722423	262121	5	2001/07/11
677285508	266569	4	2001/08/23
752045	294369	4	2001/03/07
768158	250895	5	2002/02/14
3232009860	515078	5	2001/08/20
294751876	719342	5	2001/04/10
337546884	368762	5	2001/03/15
2546765444	295491	5	2001/05/08
2380369540	338015	5	2001/04/20
1976667780	294851	5	2001/01/18
770390	345610	4	2001/02/23
730048	252302	5	2001/09/06
759868	323881	4	2003/06/02
3505426052	364668	5	2001/03/29
739146	204780	5	2001/03/07
759323	543280	5	2003/06/02
743988	222557	4	2001/05/13
722838	241578	5	2001/07/11
1000246916	1627492228	5	2001/03/19
730244	200338	5	2001/09/06
770316	200338	5	2001/02/23
970755716	208989	5	2002/01/05
762567	323727	5	2001/09/28
746688	201475	5	2001/04/19
761717	233969	5	2001/09/28
2971438724	293477	4	2002/03/10
728853	210495	5	2002/02/16
750344	719371	5	2001/08/20
778092	329832	5	2001/01/31
3082784388	200233	5	2001/03/28
762030	438886	5	2001/09/28
743325	495672	4	2001/05/13
743016	210404	5	2001/07/13
779076	540214	5	2001/01/31
3054734980	337542	5	2001/03/13
1107857028	199851	5	2001/01/23
725684	323374	4	2001/08/23
1039961732	223559	5	2001/05/20
3948580484	1263636356	5	2002/04/10
1087868548	502205	4	2001/02/07
747704	257170	5	2001/04/19
749636	236467	5	2002/05/11
1625263748	210284	3	2001/09/28
3878588036	210284	3	2001/09/07
1547275908	350170	4	2001/03/23
731158	3210121092	5	2001/09/06
727740	222557	5	2001/04/14
734883	267632	4	2001/01/21
757549	370724	5	2001/03/16
765351	321853	5	2001/04/17
765650	432043	5	2001/10/20
726183	238184	5	2001/08/23
742015	408356	2	2001/07/13
3587542660	201975	3	2001/11/28
786009732	448540	5	2001/05/11
765836	372535	5	2001/10/20
3804073604	394804	5	2001/06/20
1166315140	405871	4	2001/02/09
675712644	368762	5	2001/08/23
225873540	209674	5	2001/03/29
726380	452353	5	2003/05/15
768603	351084	4	2002/02/14
722307	207186	5	2001/05/22
2955120260	242696	5	2002/03/10
720272	334400	5	2001/08/08
775517	276792	5	2002/07/31
740008	200500	5	2001/07/13
1126862468	237489	3	2001/01/23
833982084	483860	4	2003/04/28
766392	262868	4	2001/10/06
730063	234283	5	2001/09/06
1434029700	665253	5	2002/07/31
729578	380658	5	2001/08/16
761471	412174	5	2002/02/18
452955780	1639944068	5	2001/05/18
741199	450137	2	2001/07/13
779165	303961	5	2001/01/31
769709	403641	5	2001/02/23
741669	273948	5	2001/07/13
171216516	302375	5	2001/03/29
648318596	265981	3	2001/11/29
728002	335034	5	2001/06/21
1581813380	569601	5	2001/09/28
732394	301797	5	2001/03/23
730524	262919	4	2001/09/06
781785	239371	5	2001/02/04
780485	321305	5	2001/02/04
772807	242040	4	2001/03/09
401575556	372535	5	2001/03/15
781982	3278802820	5	2001/02/04
2194247300	256303	5	2002/12/24
781535	709283	4	2001/02/04
634752644	210056	5	2001/11/29
750344	537940	5	2001/08/20
761039	528352	5	2003/06/02
2559610500	256232	4	2001/05/08
766720	588197	5	2001/10/06
740463	365211	5	2001/07/13
726230	233481	5	2003/04/28
2105708164	201975	4	2001/10/31
728649	266084	5	2002/02/16
728894	231340	5	2002/02/16
2801962628	342024	5	2001/02/11
1454804612	540701	5	2001/10/15
780968	524519	5	2001/02/04
757207	238311	3	2002/04/10
2300219012	200595	5	2001/09/12
1815580292	318496	3	2001/07/31
934907524	366832	5	2001/06/21
4028927620	3203698564	4	2003/06/02
727782	297335	4	2001/04/14
728746	312810	5	2002/02/16
2565967492	205270	5	2001/05/08
719696	296904	5	2002/02/17
1765117572	287863	4	2001/07/31
767444	202207	5	2002/02/14
767427	295141	5	2002/02/14
1164938884	241374	4	2001/02/09
768469	232075	5	2002/02/14
773716	354377	5	2001/10/30
748598	380439	5	2001/06/06
3166473860	209674	4	2001/04/10
3919941252	309398	5	2001/09/07
767036	261632	4	2002/02/14
1002868356	233054	5	2001/03/19
768537	205068	5	2002/02/14
747324	491968	5	2001/04/19
498699908	429527	5	2001/05/22
775448	204358	5	2001/02/07
3568995972	424778	5	2001/11/28
737297	485165	5	2001/01/26
1464962692	542869	4	2001/01/26
926191236	280006	5	2001/06/21
743386	370291	5	2001/05/13
731090	298157	5	2001/09/06
780846	298954	2	2001/02/04
3851980420	531037	5	2001/09/07
760082	277804	4	2003/06/02
762599	301396	4	2001/09/28
774039	367102	5	2001/10/30
2100399748	338696	5	2001/10/28
3872755332	233969	5	2001/09/07
360550020	327960	5	2001/03/15
2746257028	217293	5	2001/02/11
611159684	372535	3	2001/06/29
1055821444	296027	5	2001/02/07
765334	533639	5	2001/04/17
3998453380	249622	5	2001/03/16
763643	495905	5	2001/08/04
1775275652	707221	4	2001/07/31
732230	588197	5	2001/09/06
1736085124	241578	5	2001/04/18
777802	301184	5	2001/01/31
1201376900	302329	5	2001/02/09
732994	265798	5	2001/03/23
2140966532	592778	5	2001/08/30
773050	241261	5	2001/03/09
750073	224281	4	2001/08/20
1082756740	241496	4	2001/02/07
219647620	223652	5	2001/03/29
732211	202935	5	2001/09/06
755313	254208	5	2001/06/20
766996	263022	4	2002/02/14
765038	322701	5	2003/01/03
731504	261351	5	2001/09/06
779001	393732	5	2001/01/31
4027158148	3224145796	5	2003/06/02
723568	285907	5	2001/09/18
1437634180	210284	5	2002/07/31
2182975108	276937	5	2002/12/24
201297540	345537	5	2001/03/29
719715	431998	5	2002/02/17
926649988	241261	5	2001/06/21
750930	236850	5	2001/03/07
2273152644	228430	5	2001/09/12
742516	358289	5	2001/07/13
781096	212370	5	2001/02/04
816352900	206437	5	2001/06/13
720573	553461	3	2001/08/20
762543	542885	5	2001/09/28
743804548	256232	5	2001/08/23
737063	301080	4	2001/01/26
1498189444	222804	4	2001/05/07
532057732	241362	4	2001/09/18
735129	342046	4	2001/06/16
1016368772	301396	3	2001/03/19
847810180	315310	4	2003/04/28
724747	295491	5	2001/02/22
735238	320093	5	2001/06/16
742240	515741	5	2001/07/13
722535	210284	4	2001/07/11
738336	270967	5	2001/04/20
772055	210284	5	2001/03/09
769451	266633	5	2001/02/23
780848	338127	5	2001/02/04
2560069252	1558351748	5	2001/05/08
778741	336184	5	2001/01/31
748598	3083046788	5	2001/06/06
2185203332	231243	5	2002/12/24
770541	263196	5	2001/02/23
379096708	367102	5	2001/03/15
686984836	351471	5	2001/08/23
750930	243427	5	2001/03/07
755682	346777	3	2001/06/20
749636	233472	5	2002/05/11
621645444	273029	5	2001/11/29
200707716	315231	4	2001/03/29
3171257988	288445	5	2001/04/10
738354	534929	5	2001/04/20
1805422212	518569	2	2001/07/31
336563844	325296	5	2001/03/15
755326	200338	3	2001/06/20
2246741636	262981	4	2001/09/12
745957	398175	4	2001/04/19
768580	241261	4	2002/02/14
761669	264438	5	2002/02/18
766577	423813	2	2001/10/06
2816773764	355314	5	2002/03/10
736589	372171	3	2001/01/26
754059	204506	5	2001/06/20
766577	204549	2	2001/10/06
1291554436	320093	5	2001/09/06
684756612	235717	4	2001/08/23
3923480196	376732	5	2001/09/07
775826	533485	5	2002/07/31
1570213508	240308	5	2001/09/28
2630127236	533229	4	2001/03/19
767337	208923	5	2002/02/14
772248	3242495876	5	2001/03/09
2139131524	290844	5	2001/08/30
721370	205068	5	2001/03/15
609652356	205068	5	2001/06/29
778574	279907	5	2001/01/31
2900070020	200500	5	2002/03/10
749471	396144	5	2002/05/11
778823	242696	4	2001/01/31
773022	336153	5	2001/03/09
